SKU,Name,Description,Price,Categories,Sub-Category,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In
392611607-BM,"Clear Glass 20ml Headspace Vial 23 x 75mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,72.1,"Vials, Caps, Seals, Inserts",Vial Kits,"20mlbvltopfltbtmvialbimetalsil_sm.jpg, 20mlbvltopfltbtmvialbimetalsil.jpg, 20mlbvltopfltbtmvials.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,20ml (23 x 75mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611608-BM,"Clear Glass 20ml Headspace Vial 23 x 75mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,79.63,"Vials, Caps, Seals, Inserts",Vial Kits,"20mlbvltopfltbtmvialbimetalbutyl_sm.jpg, 20mlbvltopfltbtmvialbimetalbutyl.jpg, 20mlbvltopfltbtmvials.jpg, 20mmbimetalbutylcap.jpg",Vial Size,20ml (23 x 75mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611611-BM,"Clear Glass 12ml Headspace Vial 18 x 65mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,82.17,"Vials, Caps, Seals, Inserts",Vial Kits,"12mlbvltoprndbtmbimetalsil_sm.jpg, 12mlbvltoprndbtmbimetalsil.jpg, 12mlbvltoprndbtmvialsonly.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,12ml (18 x 65mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611611-MS,"Clear Glass 12ml Headspace Vial 18 x 65mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Silicone Septa",• Steel magnetic crimp caps for LEAP/CTC • Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Replacement 20 mm crimp caps available • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,85.12,"Vials, Caps, Seals, Inserts",Vial Kits,"12mlbvltoprndbtmsteelsil_sm.jpg, 12mlbvltoprndbtmsteelsil.jpg, 12mlbvltoprndbtmvials.jpg, 20mmsteelsiliconecap.jpg",Vial Size,12ml (18 x 65mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611612-BM,"Clear Glass 12ml Headspace Vial 18 x 65mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,95.62,"Vials, Caps, Seals, Inserts",Vial Kits,"12mlbvltoprndbtmbimetalbutyl_sm.jpg, 12mlbvltoprndbtmbimetalbutyl.jpg, 12mlbvltoprndbtmvialsonly.jpg, 20mmbimetalbutylcap.jpg",Vial Size,12ml (18 x 65mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611612-MS,"Clear Glass 12ml Headspace Vial 18 x 65mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Molded Butyl Septa",• Steel magnetic crimp caps for LEAP/CTC • Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Replacement 20 mm crimp caps available • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,85.12,"Vials, Caps, Seals, Inserts",Vial Kits,"12mlbvltoprndbtmsteelbutyl_sm.jpg, 12mlbvltoprndbtmsteelbutyl.jpg, 12mlbvltoprndbtmvials.jpg, 20mmsteelbutylcap.jpg",Vial Size,12ml (18 x 65mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611613-BM,"Clear Glass 10ml Headspace Vial 23 x 46mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,72.1,"Vials, Caps, Seals, Inserts",Vial Kits,"10mlbvltopfltbtmbimetalsil_sm.jpg, 10mlbvltopfltbtmbimetalsil.jpg, 10mlbvltopfltbtmvials.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,10ml (23 x 46mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611614-BM,"Clear Glass 10ml Headspace Vial 23 x 46mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,85.16,"Vials, Caps, Seals, Inserts",Vial Kits,"10mlbvltopfltbtmbimetalbutyl_sm.jpg, 10mlbvltopfltbtmbimetalbutyl.jpg, 10mlbvltopfltbtmvials.jpg, 20mmbimetalbutylcap.jpg",Vial Size,10ml (23 x 46mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611617-BM,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,89.64,"Vials, Caps, Seals, Inserts",Vial Kits,"9mlclearbvltoprndbtmbimetalsil_sm.jpg, 9mlclearbvltoprndbtmbimetalsil.jpg, 9mlbvltoprndbtmvials.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611617-MS,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Silicone Septa",• Steel magnetic crimp caps for LEAP/CTC • Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Replacement 20 mm crimp caps available • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,92.6,"Vials, Caps, Seals, Inserts",Vial Kits,"10mlbvltopfltbtmsteelsil_sm.jpg, 10mlbvltopfltbtmsteelsil.jpg, 10mlbvltopfltbtmvials.jpg, 20mmsteelsiliconecap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611618-BM,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,75.6,"Vials, Caps, Seals, Inserts",Vial Kits,"9mlclearbvltoprndbtmbimetalbutyl_sm.jpg, 9mlclearbvltoprndbtmbimetalbutyl.jpg, 9mlbvltoprndbtmvials.jpg, 20mmbimetalbutylcap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611618-MS,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Molded Butyl Septa",• Steel magnetic crimp caps for LEAP/CTC • Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Replacement 20 mm crimp caps available • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,92.6,"Vials, Caps, Seals, Inserts",Vial Kits,"10mlbvltopfltbtmsteelbutyl_sm.jpg, 10mlbvltopfltbtmsteelbutyl.jpg, 10mlbvltopfltbtmvials.jpg, 20mmsteelbutylcap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611619-BM,"Clear Glass 6ml Headspace Vial 22 x 38mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted,72.1,"Vials, Caps, Seals, Inserts",Vial Kits,"6mlbvltopflatbtmbimetalsil_sm.jpg, 6mlbvltopflatbtmbimetalsil.jpg, 6mlbvltopflatbtm.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,6ml (22 x 38mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100
392611620-BM,"Clear Glass 6ml Headspace Vial 22 x 38mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa",• Lot to lot quality assurance with lot number coding • Proven performance on all major headspace instruments • Type 1 borosilicate glass • Caps have 8mm opening • Includes: Vials & Crimp Caps w/ Septa Inserted • Chlorobutyl rubber faced w/ PTFE,83.75,"Vials, Caps, Seals, Inserts",Vial Kits,"6mlbvltopflatbtmbimetalbutyl_sm.jpg, 6mlbvltopflatbtmbimetalbutyl.jpg, 6mlbvltopflatbtm.jpg, 20mmbimetalbutylcap.jpg",Vial Size,6ml (22 x 38mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
392611627B,"11mm Crimp Cap, Blue Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps • Convenient, clean pre-installed septa",8.45,"Vials, Caps, Seals, Inserts",Caps/Seals,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Blue,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-030, A4955-300",Seal Color,Clear/Orange,Qty/pk,100
392611627G,"11mm Crimp Cap, Green Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps • Convenient, clean pre-installed septa",8.45,"Vials, Caps, Seals, Inserts",Caps/Seals,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Green,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-040, A4955-400",Seal Color,Clear/Orange,Qty/pk,100
392611627GD,"11mm Crimp Cap, Gold Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps • Convenient, clean pre-installed septa",8.45,"Vials, Caps, Seals, Inserts",Caps/Seals,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Gold,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-020, A4955-200",Seal Color,Clear/Orange,Qty/pk,100
392611627R,"11mm Crimp Cap, Red Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps • Convenient, clean pre-installed septa",8.45,"Vials, Caps, Seals, Inserts",Caps/Seals,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-050, A4955-500",Seal Color,Clear/Orange,Qty/pk,100
392611653MS,"Clear Glass 2.0ml Screw Top Wide Opening Vial, Certified Mass Spec Grade",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Certified Mass Spec Grade Vials,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,Yes,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611653P,"Clear Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Silane treated & Mass Spec Certified vials are also available,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611653PD,"Clear Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch, Deactivated","• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Silane treated vials for polar compounds i.e., amines, pesticides, phenols, proteins, etc.",,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611653PMS,"Clear Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch, Certified Mass Spec Grade",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Certified Mass Spec Grade Vials,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,Yes,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611654MS,"Amber Glass 2.0ml Screw Top Wide Opening Vial, Certified Mass Spec Grade",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Certified Mass Spec Grade Vials,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,Yes,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611654P,"Amber Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Silane treated & Mass Spec Certified vials are also available,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611654PD,"Amber Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch, Deactivated","• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Silane treated vials for polar compounds i.e., amines, pesticides, phenols, proteins, etc.",,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611654PMS,"Amber Glass 2.0ml Screw Top Wide Opening Vial, w/writing patch, Certified Mass Spec Grade",• 40% more area for reliable needle penetration • Compatible with most autosamplers • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass. Packaged in one-piece clamshell tray • Certified Mass Spec Grade Vials,,"Vials, Caps, Seals, Inserts",Vials Only,,Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,Yes,Graduated Markings/ Writing Patch,Yes,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,,Qty/pk,100
392611665US,Ultra Vial Kit - 100μL Screw Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,• For GC/MS and other highly sensitive detectors • Packaged in Ultra Clean White Non-Plastic Trays • Kit contains Vials & Caps w/ Ultra GC/MS PTFE Septa • Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts • Ideal for sodium analysis or pH sensitive samples • Precision formed interior profile minimizes residual sample volume • Pre-inserted ultra pure septa save time and reduce contamination,47.6,"Vials, Caps, Seals, Inserts",Ultra Sensitive Vial Kits,"polyscrewultra_sm.jpg, polyscrewultra.jpg, Ultra_Screwtopkit.jpg, Ultrakits.jpg",Vial Size,(12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,100μL,Mouth Style,Wide Opening,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611665-10US, 392611665US9, 392611665-10US9",Seal Color,Yellow/Orange,Qty/pk,100
392611666US,Ultra Vial Kit - 100μL Crimp Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,• For GC/MS and other highly sensitive detectors • Packaged in Ultra Clean White Non-Plastic Trays • Kit contains Vials & 11mm Aluminum Crimp Caps w/ Ultra GC/MS PTFE Septa • Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts. • Ideal for sodium analysis or pH sensitive samples. • Precision formed interior profile minimizes residual sample volume. • Pre-inserted ultra pure septa save time and reduce contamination,47.6,"Vials, Caps, Seals, Inserts",Ultra Sensitive Vial Kits,"crimp100ultra_sm.jpg, crimp100ultra.jpg, Ultra_polycrimpKit.jpg, Ultrakits.jpg",Vial Size,(12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,100μL,Mouth Style,,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611666-10US, 392611666US9, 392611666-10US9",Seal Color,Yellow/Orange,Qty/pk,100
392611667US,Ultra Vial Kit - 750μL Crimp Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,• For GC/MS and other highly sensitive detectors • Packaged in Ultra Clean White Non-Plastic Trays • Kit contains Vials & 11mm Aluminum Crimp Caps w/ Ultra GC/MS PTFE Septa • Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts. • Ideal for sodium analysis or pH sensitive samples. • Precision formed interior profile minimizes residual sample volume. • Pre-inserted ultra pure septa save time and reduce contamination,47.6,"Vials, Caps, Seals, Inserts",Ultra Sensitive Vial Kits,"crimp750ultra_sm.jpg, crimp750ultra.jpg, Ultra_polycrimpKit.jpg, Ultrakits.jpg",Vial Size,(12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,750μL,Mouth Style,,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611667-10US, 392611667US9, 392611667-10US9",Seal Color,Yellow/Orange,Qty/pk,100
392611860-B,20mm Steel Magnetic 8mm Opening w/ PTFE/Molded Butyl Septa,• Chlorobutyl rubber faced w/ PTFE • Superior sample protection • Only PTFE contacts the samples,52.81,"Vials, Caps, Seals, Inserts",Caps/Seals,"20mmsteelbutylcap_sm.jpg, 20mmsteelbutylcap.jpg",Vial Size,,Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100
