SKU,GCFerrules Part #,Varian Part #,J&W Liner #,Agilent Part #,Phenomenex Part #,Restek Liner #,SGE Liner #,CRS Part #,Perkin Elmer Part #,SGE Part #,Similar to,Name,Description,Categories,Size,Temp. Rating,Guide Hole,Molded Septa,Bleed,Fits Instrument,Qty/pk,Price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s)
392611734-100,392611734-100,392611735,,,,,,,,,"392611734-100, 392611735",High Sensitivity Teflon Faced Septa 11 mm (7/16 in.),"• For Low Concentration Samples 
• Recommended For FID & ECD Use 
• Can Withstand a Large Number of Punctures 
• Packaged In Wide Mouth Glass Bottles",GC Septa,11 mm (7/16 in.),250°C,No,No,Teflon Faced,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,130,"Septabeige_sm.jpg, Septabeige.jpg",Size,11 mm (7/16 in.),Temp. Rating,250°C,Guide Hole,No,Molded Septa,No,Bleed,Teflon Faced,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,"392611734-100, 392611735"
392598902,392598902,,,,,,,,,,392598902,"Thermogreen® Septa, 9 mm","• Recommended for use in all GC/MS Instruments
• Extremely Low Bleed Septa
• Ideal for Autosamplers",GC Septa,9 mm (11/32 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",5,15,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,9 mm (11/32 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",Qty/pk,5,Similar to,392598902
392598902-100,392598902-100,392598903,,,,,,,,,"392598902-100, 392598903","Thermogreen® Septa, 9 mm","• Recommended for use in all GC/MS Instruments
• Extremely Low Bleed Septa
• Ideal for Autosamplers",GC Septa,9 mm (11/32 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",25,75,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,9 mm (11/32 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1177, Thermo Scientific Large Volume Splitless Injector",Qty/pk,25,Similar to,"392598902-100, 392598903"
392035701,392035701,,,,,,,,,,392035701,"Thermogreen® Septa, 11 mm (7/16 in.)","• Recommended for use in all GC/MS Instruments
• Extremely Low Bleed Septa
• Ideal for Autosamplers",GC Septa,11 mm (7/16 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",5,15,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,11 mm (7/16 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,5,Similar to,392035701
392035701-100,392035701-100,392035702,,,,,,,,,"392035701-100, 392035702","Thermogreen® Septa, 11 mm (7/16 in.)","• Recommended for use in all GC/MS Instruments
• Extremely Low Bleed Septa
• Ideal for Autosamplers",GC Septa,11 mm (7/16 in.),350°C,No,No,Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",25,75,"septamediumtempgreen_sm.jpg, septamediumtempgreen.jpg",Size,11 mm (7/16 in.),Temp. Rating,350°C,Guide Hole,No,Molded Septa,No,Bleed,Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,25,Similar to,"392035701-100, 392035702"
40002,40002,,,,,,,,,,40002,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 9.5 mm (3/8 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),400°C,No,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",50,60,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,50,Similar to,40002
40002-100,40002-100,,,,,,,,,,40002-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 9.5 mm (3/8 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),400°C,No,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,120,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,40002-100
40031,40031,,,,,,,,,,40031,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 10 mm,"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,400°C,No,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,50,60,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,10 mm,Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,50,Similar to,40031
40031-100,40031-100,,,,,,,,,,40031-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 10 mm,"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,400°C,No,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,100,120,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,10 mm,Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,100,Similar to,40031-100
40003,40003,,,,,,,,,,40003,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 11 mm (7/16 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),400°C,No,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",50,60,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,11 mm (7/16 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,50,Similar to,40003
40003-100,40003-100,,,,,,,,,,40003-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 11 mm (7/16 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),400°C,No,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",100,120,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,11 mm (7/16 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,100,Similar to,40003-100
40006,40006,,,,,,,,,,40006,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 17 mm (21/32 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),400°C,No,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",50,60,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,17 mm (21/32 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,50,Similar to,40006
40006-100,40006-100,,,,,,,,,,40006-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 17 mm (21/32 in.),"• Injector Temperature 400°C
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,17 mm (21/32 in.),400°C,No,Yes,Ultra Low Bleed,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",100,120,"septamoldedred_sm.jpg, septamoldedred.jpg",Size,17 mm (21/32 in.),Temp. Rating,400°C,Guide Hole,No,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Thermo Scientific TRACE GC/, Thermo Scientific Focus Split/ Splitless, Thermo Scientific GCQ w/TRACE, Thermo Scientific PTV, Thermo Scientific 8000 Series, Thermo Scientific TRACE Ultra GC",Qty/pk,100,Similar to,40006-100
40010,40010,,,,,,,,,,40010,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 9.5 mm (3/8 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),400°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",50,60,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,50,Similar to,40010
40010-100,40010-100,,,,,,,,,,40010-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 9.5 mm (3/8 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,9.5 mm (3/8 in.),400°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",100,120,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,9.5 mm (3/8 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker Packed Column, Varian/Bruker 1040, Varian/Bruker 1041, Varian/Bruker 1060, Varian/Bruker 1061, Agilent (HP) 5700, Agilent (HP) 5880, Agilent (HP) 5890, Agilent (HP) 6890, Agilent (HP) 6900, Tracor 550, Tracor 560, Finnigan (TMQ) GC 9001, Finnigan (TMQ) 9600, Finnigan (TMQ) GCQ, Finnigan (TMQ) QCQ, Finnigan (TMQ) TRACE 2000, Thermo Scientific GCQ, Thermo Scientific 9100, Gow Mac All Other Models, HNU Portable GC, Antek All Models, SRI Models With Heated Inlets",Qty/pk,100,Similar to,40010-100
40032,40032,,,,,,,,,,40032,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 10 mm w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,400°C,Yes,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,50,75,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,10 mm,Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,50,Similar to,40032
40032-100,40032-100,,,,,,,,,,40032-100,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 10 mm w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,10 mm,400°C,Yes,Yes,Ultra Low Bleed,Varian/Bruker Packed Column,100,125,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,10 mm,Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,Varian/Bruker Packed Column,Qty/pk,100,Similar to,40032-100
40011,40011,,,,,,,,,,40011,Ultra Sensitive High Temp/Low Bleed Precision Molded Septa 11 mm (7/16 in.) w/ Guide Hole,"• Injector Temperature 400°C
• Guide Hole for Easy Needle Insertion
• Conditioned For High Sensitivity Analysis, Ultra Low Bleed 
• Precision Molded, Easy to Pierce
• Premium Platinum Cured Silicone
• Precise Fit, No Flared Edges
• No Ghost Peaks
• Packaged in Ultra Clean Wide Mouth Glass Bottles, Ready to Use",GC Septa,11 mm (7/16 in.),400°C,Yes,Yes,Ultra Low Bleed,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",50,60,"septamoldedredguidehole_sm.jpg, septamoldedredguidehole.jpg",Size,11 mm (7/16 in.),Temp. Rating,400°C,Guide Hole,Yes,Molded Septa,Yes,Bleed,Ultra Low Bleed,Fits Instrument,"Varian/Bruker 1075, Varian/Bruker 1077, Varian/Bruker 3700 Vista, Varian/Bruker Capillary Injectors, Varian/Bruker Saturn GC/MS, Agilent (HP) 5880A, Agilent (HP) 5890, Agilent (HP) 6850, Agilent (HP) 6890, Agilent (HP) 7890, Agilent (HP) PTV, Agilent (HP) Purged Pack Column, Perkin Elmer Sigma Series, Perkin Elmer 900, Perkin Elmer 990, Perkin Elmer 8000 Series, Perkin Elmer Auto SYS, Perkin Elmer Auto SYS XL, Perkin Elmer Clarus 500, Thermo Scientific TRACE 1300 Series, Thermo Scientific Purged Packed Column Injector, Thermo Scientific Packed Column Injector, Gow Mac 6890 Series",Qty/pk,50,Similar to,40011
