SKU,GCFerrules Part # decimal,Sort A,Name,Description,,,,Regular Price,Categories,,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In,,Cost,Distributor Price,Distr Profit Margin,Web Price,Website Profit,,Notes
392611613-BM,392611613.BM,10.1210,"Clear Glass 10ml Headspace Vial 23 x 46mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted

",,,,72.10,"Vials, Caps, Seals, Inserts",,"10mlbvltopfltbtmbimetalsil_sm.jpg, 10mlbvltopfltbtmbimetalsil.jpg, 10mlbvltopfltbtmvials.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,10ml (23 x 46mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100,,32.34,51.50,37%,72.10,55%,,
392611614-BM,392611614.BM,10.1220,"Clear Glass 10ml Headspace Vial 23 x 46mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted
• Chlorobutyl rubber faced w/ PTFE
",,,,85.16,"Vials, Caps, Seals, Inserts",,"10mlbvltopfltbtmbimetalbutyl_sm.jpg, 10mlbvltopfltbtmbimetalbutyl.jpg, 10mlbvltopfltbtmvials.jpg, 20mmbimetalbutylcap.jpg",Vial Size,10ml (23 x 46mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,40.84,60.83,33%,85.16,52%,,
392611617-BM,392611617.BM,10.1190,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted

",,,,89.64,"Vials, Caps, Seals, Inserts",,"9mlclearbvltoprndbtmbimetalsil_sm.jpg, 9mlclearbvltoprndbtmbimetalsil.jpg, 9mlbvltoprndbtmvials.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100,,41.30,64.03,35%,89.64,54%,,
392611617-MS,392611617.MS,10.1390,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Silicone Septa","• Steel magnetic crimp caps for LEAP/CTC
• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Replacement 20 mm crimp caps available
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted
",,,,92.60,"Vials, Caps, Seals, Inserts",,"10mlbvltopfltbtmsteelsil_sm.jpg, 10mlbvltopfltbtmsteelsil.jpg, 10mlbvltopfltbtmvials.jpg, 20mmsteelsiliconecap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100,,46.30,66.14,30%,92.60,50%,,
392611618-BM,392611618.BM,10.1200,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted
• Chlorobutyl rubber faced w/ PTFE
",,,,75.60,"Vials, Caps, Seals, Inserts",,"9mlclearbvltoprndbtmbimetalbutyl_sm.jpg, 9mlclearbvltoprndbtmbimetalbutyl.jpg, 9mlbvltoprndbtmvials.jpg, 20mmbimetalbutylcap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,49.80,54.00,8%,75.60,34%,,
392611618-MS,392611618.MS,10.1400,"Clear Glass 9ml Headspace Vial 18 x 50mm, Bevel Top/Round Bottom, 20mm Magnetic Steel Crimp Cap w/ PTFE/Molded Butyl Septa","• Steel magnetic crimp caps for LEAP/CTC
• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Replacement 20 mm crimp caps available
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted
• Chlorobutyl rubber faced w/ PTFE",,,,92.60,"Vials, Caps, Seals, Inserts",,"10mlbvltopfltbtmsteelbutyl_sm.jpg, 10mlbvltopfltbtmsteelbutyl.jpg, 10mlbvltopfltbtmvials.jpg, 20mmsteelbutylcap.jpg",Vial Size,9ml (18 x 50mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Round Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,46.30,66.14,30%,92.60,50%,,
392611619-BM,392611619.BM,10.1170,"Clear Glass 6ml Headspace Vial 22 x 38mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Silicone Septa ","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted

",,,,72.10,"Vials, Caps, Seals, Inserts",,"6mlbvltopflatbtmbimetalsil_sm.jpg, 6mlbvltopflatbtmbimetalsil.jpg, 6mlbvltopflatbtm.jpg, 20mmbimetalsiliconecap.jpg",Vial Size,6ml (22 x 38mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Tan/White,Qty/pk,100,,27.67,51.50,46%,72.10,62%,,
392611620-BM,392611620.BM,10.1180,"Clear Glass 6ml Headspace Vial 22 x 38mm, Bevel Top/Flat Bottom, 20mm Bi-Metal Crimp Cap w/ PTFE/Molded Butyl Septa","• Lot to lot quality assurance with lot number coding
• Proven performance on all major headspace instruments
• Type 1 borosilicate glass
• Caps have 8mm opening
• Includes: Vials & Crimp Caps w/ Septa Inserted
• Chlorobutyl rubber faced w/ PTFE
",,,,83.75,"Vials, Caps, Seals, Inserts",,"6mlbvltopflatbtmbimetalbutyl_sm.jpg, 6mlbvltopflatbtmbimetalbutyl.jpg, 6mlbvltopflatbtm.jpg, 20mmbimetalbutylcap.jpg",Vial Size,6ml (22 x 38mm),Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Bevel Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,36.17,59.82,40%,83.75,57%,,
392611627B,392611627B,4.5070,"11mm Crimp Cap, Blue Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps
• Convenient, clean pre-installed septa",,,,8.45,"Vials, Caps, Seals, Inserts",,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Blue,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-030, A4955-300",Seal Color,Clear/Orange,Qty/pk,100,,4.12,6.50,37%,8.45,51%,,
392611627G,392611627G,4.5090,"11mm Crimp Cap, Green Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps
• Convenient, clean pre-installed septa",,,,8.45,"Vials, Caps, Seals, Inserts",,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Green,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-040, A4955-400",Seal Color,Clear/Orange,Qty/pk,100,,4.08,6.50,37%,8.45,52%,,
392611627GD,392611627GD,4.5050,"11mm Crimp Cap, Gold Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps
• Convenient, clean pre-installed septa",,,,8.45,"Vials, Caps, Seals, Inserts",,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Gold,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-020, A4955-200",Seal Color,Clear/Orange,Qty/pk,100,,4.08,6.50,37%,8.45,52%,,
392611627R,392611627R,4.5110,"11mm Crimp Cap, Red Aluminum, PTFE/Red Rubber Liner","• Crimp-tight aluminum caps
• Convenient, clean pre-installed septa",,,,8.45,"Vials, Caps, Seals, Inserts",,,Vial Size,,Top Style,Crimp Cap,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Red,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"A4955-050, A4955-500",Seal Color,Clear/Orange,Qty/pk,100,,4.08,6.50,37%,8.45,52%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392611665US,392611665US,8.7000,Ultra Vial Kit - 100μL Screw Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,"• For GC/MS and other highly sensitive detectors
• Packaged in Ultra Clean White Non-Plastic Trays 
• Kit contains Vials & Caps w/ Ultra GC/MS PTFE Septa
• Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts
• Ideal for sodium analysis or pH sensitive samples
• Precision formed interior profile minimizes residual sample volume
• Pre-inserted ultra pure septa save time and reduce contamination",,,,47.60,"Vials, Caps, Seals, Inserts",,"polyscrewultra_sm.jpg, polyscrewultra.jpg, Ultra_Screwtopkit.jpg, Ultrakits.jpg",Vial Size,(12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,100μL,Mouth Style,Wide Opening,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611665-10US, 392611665US9, 392611665-10US9",Seal Color,Yellow/Orange,Qty/pk,100,,17.62,34.00,48%,47.60,63%,,
392611666US,392611666US,8.8000,Ultra Vial Kit - 100μL Crimp Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,"• For GC/MS and other highly sensitive detectors
• Packaged in Ultra Clean White Non-Plastic Trays 
• Kit contains Vials & 11mm Aluminum Crimp Caps w/ Ultra GC/MS PTFE Septa
• Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts.
• Ideal for sodium analysis or pH sensitive samples.
• Precision formed interior profile minimizes residual sample volume.
• Pre-inserted ultra pure septa save time and reduce contamination",,,,47.60,"Vials, Caps, Seals, Inserts",,"crimp100ultra_sm.jpg, crimp100ultra.jpg, Ultra_polycrimpKit.jpg, Ultrakits.jpg",Vial Size, (12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,100μL,Mouth Style,,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611666-10US, 392611666US9, 392611666-10US9",Seal Color,Yellow/Orange,Qty/pk,100,,21.00,34.00,38%,47.60,56%,,
392611667US,392611667US,8.8020,Ultra Vial Kit - 750μL Crimp Top Polypropylene Vials w/ Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,"• For GC/MS and other highly sensitive detectors
• Packaged in Ultra Clean White Non-Plastic Trays 
• Kit contains Vials & 11mm Aluminum Crimp Caps w/ Ultra GC/MS PTFE Septa
• Chemically resistant polypropylene vials are an economical alternative for microsampling instead of using limited volume inserts.
• Ideal for sodium analysis or pH sensitive samples.
• Precision formed interior profile minimizes residual sample volume.
• Pre-inserted ultra pure septa save time and reduce contamination",,,,47.60,"Vials, Caps, Seals, Inserts",,"crimp750ultra_sm.jpg, crimp750ultra.jpg, Ultra_polycrimpKit.jpg, Ultrakits.jpg",Vial Size,(12 x 32mm),Top Style,Crimp Top,Cap/Seal Size,11 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,750μL,Mouth Style,,Vial Material,Polypropylene,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"392611667-10US, 392611667US9, 392611667-10US9",Seal Color,Yellow/Orange,Qty/pk,100,,22.87,34.00,33%,47.60,52%,,
392611860-B,392611860.B,,20mm Steel Magnetic 8mm Opening w/ PTFE/Molded Butyl Septa,"• Chlorobutyl rubber faced w/ PTFE
• Superior sample protection
• Only PTFE contacts the samples
",,,,52.81,"Vials, Caps, Seals, Inserts",,"20mmsteelbutylcap_sm.jpg, 20mmsteelbutylcap.jpg",Vial Size,,Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Steel (Magnetic),Cap Color,Gold,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,19.14,37.72,49%,52.81,64%,,
392611871US,392611871US,8.5040,11mm Natural Polyethylene Cap w/ Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,"• For GC/MS and other highly sensitive detectors
• Packaged in Ultra Clean “Tested” Foil
• Pre-inserted ultra pure septa save time and reduce contamination
",,,,40.60,"Vials, Caps, Seals, Inserts",,"Caps_UltraSnapCaps_sm.jpg, Caps_UltraSnapCaps.jpg, Ultrakits.jpg",Vial Size,,Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,392611871-10US,Seal Color,Yellow/Orange,Qty/pk,100,,20.07,37.70,47%,40.60,51%,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392612017-B,392612017.B,,20mm Bi-Metal Crimp Magnetic 8mm Opening w/ PTFE/Molded Butyl Septa,"• Chlorobutyl rubber faced w/ PTFE
• Superior sample protection
• Only PTFE contacts the samples
",,,,57.62,"Vials, Caps, Seals, Inserts",,"20mmbimetalbutylcap_sm.jpg, 20mmbimetalbutylcap.jpg",Vial Size,,Top Style,Crimp Top,Cap/Seal Size,20 mm,Cap Material,Bi-Metal (Magnetic),Cap Color,Red/Silver,Seal Material,PTFE/Butyl,Insert Size,,Mouth Style,,Vial Material,,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Grey,Qty/pk,100,,27.07,41.16,34%,57.62,53%,,
392612022-A,392612022.A,8.2020,Ultra Vial Kit - 2 mL Screw Top Standard Opening Amber Glass Vials w/ 8-425Caps & Pre-Inserted PTFE/GC-MS Grade Ultra Pure Silicone Septa,"• For GC/MS and other highly sensitive detectors
• Packaged in Ultra Clean White Non-Plastic Trays 
• Vials and caps with pre-inserted septa
• 8-425 Screw Caps
• Pre-inserted ultra pure septa save time and reduce contamination",,,,53.20,"Vials, Caps, Seals, Inserts",,"ultrastandscrewamber_sm.jpg, ultrastandscrewamber.jpg, amberscrewtopstand.jpg, Ultrakits.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,8 mm,Cap Material,Polypropylene,Cap Color,Black,Seal Material,PTFE/ Ultra Pure Silicone,Insert Size,,Mouth Style,Standard Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,392612022-A10,Seal Color,Yellow/Orange,Qty/pk,100,,25.18,38.00,34%,53.20,53%,,
392620102E,392620102E,10.7000,"Clear Glass 10ml Screw Top Headspace Vial 23 x 46mm, Flat Bottom, Vials Only","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• Includes: Vials Only
• Flat Bottom Vials",,,,36.40,"Vials, Caps, Seals, Inserts",,"10mlclearScrewfltbtm_sm.jpg, 10mlclearScrewfltbtm.jpg",Vial Size,10ml (23 x 46mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,,Qty/pk,100,,18.32,28.00,35%,36.40,50%,,
392620104E,392620104E,10.7020,"Amber Glass 10ml Screw Top Headspace Vial 23 x 46mm, Flat Bottom, Vials Only","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• Includes: Vials Only
• Flat Bottom Vials",,,,49.40,"Vials, Caps, Seals, Inserts",,"10mlAmberScrewfltbtm_sm.jpg, 10mlAmberScrewfltbtm.jpg",Vial Size,10ml (23 x 46mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,,Qty/pk,100,,19.04,38.00,50%,49.40,61%,,
392620202E,392620202E,10.7010,"Clear Glass 20ml Screw Top Headspace Vial 23 x 75mm, Flat Bottom, Vials Only","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• Includes: Vials Only
• Flat Bottom Vials",,,,39.00,"Vials, Caps, Seals, Inserts",,"20mlClearScrewfltbtm_sm.jpg, 20mlClearScrewfltbtm.jpg",Vial Size,20ml (23 x 75mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,,Qty/pk,100,,14.54,30.00,52%,39.00,63%,,
392620204E,392620204E,10.7030,"Amber Glass 20ml Screw Top Headspace Vial 23 x 75mm, Flat Bottom, Vials Only","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• Includes: Vials Only
• Flat Bottom Vials",,,,49.40,"Vials, Caps, Seals, Inserts",,"20mlAmberScrewfltbtm_sm.jpg, 20mlAmberScrewfltbtm.jpg",Vial Size,20ml (23 x 75mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,,Cap Color,,Seal Material,,Insert Size,,Mouth Style,,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Flat Bottom,Made In,USA,Similar to,,Seal Color,,Qty/pk,100,,20.43,38.00,46%,49.40,59%,,
392620401-10,392620401.1,10.4060,"Clear Glass 10ml Screw Top Headspace Vial 23 x 46mm, Round Bottom, Screw Top w/ 1.3 mm PTFE/Light Blue Silicone Septa","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Easy-to-Seal Vials; Caps have 8mm opening
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• The 1.3 mm Silicone/PTFE septa are recommended for SPME applications
• Includes: Vials & Screw Caps w/ Septa Inserted
• Round Bottom Vials
",,,,100.88,"Vials, Caps, Seals, Inserts",,"10mlscrew13ltblue_sm.jpg, 10mlscrew13ltblue.jpg, 13HSscrewtopltblue.jpg, 10mlclearScrewrndbtm.jpg",Vial Size,10ml (23 x 46mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Round Bottom,Made In,USA,Similar to,,Seal Color,White/Light Blue,Qty/pk,100,,38.42,77.60,50%,100.88,62%,,
392620401-10A,392620401.10A,10.4090,"Amber Glass 10ml Screw Top Headspace Vial 23 x 46mm, Round Bottom, Screw Top w/ 1.3 mm PTFE/Light Blue Silicone Septa","• Excellent Performance on all CTC Analytics Systems Requiring Magnet Compatible Closures (i.e. Perkin Elmer, Carlo Erba, Shimadzu, and Agilent)
• Easy-to-Seal Vials; Caps have 8mm opening
• Good and bad seals can be felt by hand and corrected before analysis 
• No crimper to adjust
• Includes: Vials & Screw Caps w/ Septa Inserted
• Round Bottom Vials",,,,107.90,"Vials, Caps, Seals, Inserts",,"10mlamberltbluecap_sm.jpg, 10mlamberltbluecap.jpg, 13HSscrewtopltblue.jpg, 10mlAmberScrewrndbtm.jpg",Vial Size,10ml (23 x 46mm),Top Style,Screw Top,Cap/Seal Size,18 mm,Cap Material,Aluminum,Cap Color,Silver,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,Screw Top/Round Bottom,Made In,USA,Similar to,,Seal Color,White/Light Blue,Qty/pk,100,,40.22,83.00,52%,107.90,63%,,
